trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN105330F600360:2021-12-08T20:44:38Z,07:27:00,07:27:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105330F600360:2021-12-08T20:44:38Z,07:32:00,07:32:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105340F600461:2021-12-08T20:44:38Z,12:25:00,12:25:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105340F600461:2021-12-08T20:44:38Z,12:30:00,12:30:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105342F502177:2021-12-09T20:47:39Z,17:24:00,17:24:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105342F502177:2021-12-09T20:47:39Z,17:29:00,17:29:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105342F605852:2021-12-08T20:44:38Z,17:20:00,17:20:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105342F605852:2021-12-08T20:44:38Z,17:25:00,17:25:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105345F603602:2021-12-08T20:44:38Z,19:40:00,19:40:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105345F603602:2021-12-08T20:44:38Z,19:45:00,19:45:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105346F499488:2021-12-11T20:46:47Z,20:21:00,20:21:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105346F499488:2021-12-11T20:46:47Z,20:26:00,20:26:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105347F603160:2021-12-08T20:44:38Z,22:10:00,22:10:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105347F603160:2021-12-08T20:44:38Z,22:15:00,22:15:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105350F600286:2021-12-08T20:44:38Z,05:55:00,05:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105350F600286:2021-12-08T20:44:38Z,06:00:00,06:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105362F608377:2021-12-08T20:44:38Z,10:38:00,10:38:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105362F608377:2021-12-08T20:44:38Z,10:43:00,10:43:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105367F451133:2021-12-08T13:03:12Z,19:02:00,19:02:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105367F451133:2021-12-08T13:03:12Z,19:07:00,19:07:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105375F429898:2021-12-08T20:44:38Z,10:18:00,10:18:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105375F429898:2021-12-08T20:44:38Z,10:23:00,10:23:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105375F497056:2021-12-11T20:46:47Z,10:16:00,10:16:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105375F497056:2021-12-11T20:46:47Z,10:21:00,10:21:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105377F600165:2021-12-08T20:44:38Z,13:26:00,13:26:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105377F600165:2021-12-08T20:44:38Z,13:31:00,13:31:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105377F603931:2021-12-08T20:44:38Z,13:29:00,13:29:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105377F603931:2021-12-08T20:44:38Z,13:34:00,13:34:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105378F495273:2021-12-11T20:46:47Z,15:38:00,15:38:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105378F495273:2021-12-11T20:46:47Z,15:43:00,15:43:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105378F600373:2021-12-08T20:44:38Z,16:03:00,16:03:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105378F600373:2021-12-08T20:44:38Z,16:08:00,16:08:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105378F601120:2021-12-08T20:44:38Z,16:02:00,16:02:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105378F601120:2021-12-08T20:44:38Z,16:07:00,16:07:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105379F600579:2021-12-08T20:44:38Z,13:26:00,13:26:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105379F600579:2021-12-08T20:44:38Z,13:31:00,13:31:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105390F500023:2021-12-08T20:44:38Z,22:03:00,22:03:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105390F500023:2021-12-08T20:44:38Z,22:08:00,22:08:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105432F499269:2021-12-09T20:47:39Z,08:55:00,08:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105432F499269:2021-12-09T20:47:39Z,09:00:00,09:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105432F599194:2021-12-08T20:44:38Z,09:02:00,09:02:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105432F599194:2021-12-08T20:44:38Z,09:07:00,09:07:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105432F600336:2021-12-08T20:44:38Z,09:00:00,09:00:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105432F600336:2021-12-08T20:44:38Z,09:05:00,09:05:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105432F600377:2021-12-08T20:44:38Z,08:56:00,08:56:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105432F600377:2021-12-08T20:44:38Z,09:01:00,09:01:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105433F499693:2021-12-09T20:47:39Z,11:24:00,11:24:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105433F499693:2021-12-09T20:47:39Z,11:29:00,11:29:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105437F600455:2021-12-08T20:44:38Z,11:14:00,11:14:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105437F600455:2021-12-08T20:44:38Z,11:19:00,11:19:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105442F519453:2021-12-08T12:22:43Z,19:46:00,19:46:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105442F519453:2021-12-08T12:22:43Z,19:51:00,19:51:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105442F599995:2021-12-08T20:44:38Z,19:45:00,19:45:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105442F599995:2021-12-08T20:44:38Z,19:50:00,19:50:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105450F601961:2021-12-08T20:44:38Z,20:42:00,20:42:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105450F601961:2021-12-08T20:44:38Z,20:47:00,20:47:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105476F600880:2021-12-08T20:44:38Z,21:40:00,21:40:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105476F600880:2021-12-08T20:44:38Z,21:45:00,21:45:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105484F602693:2021-12-08T20:44:38Z,12:55:00,12:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105484F602693:2021-12-08T20:44:38Z,13:00:00,13:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105485F499272:2021-12-11T20:46:47Z,15:15:00,15:15:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105485F499272:2021-12-11T20:46:47Z,15:20:00,15:20:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105485F599153:2021-12-08T20:44:38Z,15:27:00,15:27:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105485F599153:2021-12-08T20:44:38Z,15:32:00,15:32:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105485F599487:2021-12-08T20:44:38Z,15:24:00,15:24:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105485F599487:2021-12-08T20:44:38Z,15:29:00,15:29:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105486F499422:2021-12-09T20:47:39Z,12:53:00,12:53:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105486F499422:2021-12-09T20:47:39Z,12:58:00,12:58:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105494F599909:2021-12-08T20:44:38Z,23:15:00,23:15:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105494F599909:2021-12-08T20:44:38Z,23:20:00,23:20:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN105494F600335:2021-12-08T20:44:38Z,23:13:00,23:13:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN105494F600335:2021-12-08T20:44:38Z,23:18:00,23:18:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN106330F499111:2021-12-11T20:46:47Z,07:15:00,07:15:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106330F499111:2021-12-11T20:46:47Z,07:20:00,07:20:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106330F606122:2021-12-08T20:44:38Z,07:15:00,07:15:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106330F606122:2021-12-08T20:44:38Z,07:20:00,07:20:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106331F502324:2021-12-09T20:47:39Z,08:32:00,08:32:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106331F502324:2021-12-09T20:47:39Z,08:37:00,08:37:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106331F599217:2021-12-08T20:44:38Z,08:32:00,08:32:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106331F599217:2021-12-08T20:44:38Z,08:37:00,08:37:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106331F600468:2021-12-08T20:44:38Z,08:26:00,08:26:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106331F600468:2021-12-08T20:44:38Z,08:31:00,08:31:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106342F600395:2021-12-08T20:44:38Z,16:55:00,16:55:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106342F600395:2021-12-08T20:44:38Z,17:00:00,17:00:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106345F110146:2021-12-11T20:46:47Z,19:29:00,19:29:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106345F110146:2021-12-11T20:46:47Z,19:34:00,19:34:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106345F600639:2021-12-08T20:44:38Z,19:29:00,19:29:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106345F600639:2021-12-08T20:44:38Z,19:34:00,19:34:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106347F600019:2021-12-08T20:44:38Z,21:57:00,21:57:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106347F600019:2021-12-08T20:44:38Z,22:02:00,22:02:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106347F601024:2021-12-08T20:44:38Z,21:59:00,21:59:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106347F601024:2021-12-08T20:44:38Z,22:04:00,22:04:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106350F599327:2021-12-08T20:44:38Z,05:44:00,05:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106350F599327:2021-12-08T20:44:38Z,05:49:00,05:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106362F499604:2021-12-11T20:46:47Z,10:26:00,10:26:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106362F499604:2021-12-11T20:46:47Z,10:31:00,10:31:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106367F554064:2021-12-08T13:03:12Z,18:32:00,18:32:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106367F554064:2021-12-08T13:03:12Z,18:37:00,18:37:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106377F499985:2021-12-11T20:46:47Z,13:08:00,13:08:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106377F499985:2021-12-11T20:46:47Z,13:13:00,13:13:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106377F601094:2021-12-08T20:44:38Z,13:11:00,13:11:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106377F601094:2021-12-08T20:44:38Z,13:16:00,13:16:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106378F507099:2021-12-11T20:46:47Z,15:27:00,15:27:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106378F507099:2021-12-11T20:46:47Z,15:32:00,15:32:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106378F597812:2021-12-08T20:44:38Z,15:46:00,15:46:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106378F597812:2021-12-08T20:44:38Z,15:51:00,15:51:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106379F605056:2021-12-08T20:44:38Z,13:11:00,13:11:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106379F605056:2021-12-08T20:44:38Z,13:16:00,13:16:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106390F499473:2021-12-08T20:44:38Z,21:52:00,21:52:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106390F499473:2021-12-08T20:44:38Z,21:57:00,21:57:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106433F504361:2021-12-09T20:47:39Z,11:05:00,11:05:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106433F504361:2021-12-09T20:47:39Z,11:10:00,11:10:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106437F597356:2021-12-08T20:44:38Z,11:00:00,11:00:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106437F597356:2021-12-08T20:44:38Z,11:05:00,11:05:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106442F601916:2021-12-08T20:44:38Z,19:29:00,19:29:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106442F601916:2021-12-08T20:44:38Z,19:34:00,19:34:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106450F600858:2021-12-08T20:44:38Z,20:27:00,20:27:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106450F600858:2021-12-08T20:44:38Z,20:32:00,20:32:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106461F601071:2021-12-08T20:44:38Z,22:53:00,22:53:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106461F601071:2021-12-08T20:44:38Z,22:58:00,22:58:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106484F600550:2021-12-08T20:44:38Z,12:39:00,12:39:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106484F600550:2021-12-08T20:44:38Z,12:44:00,12:44:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106485F600188:2021-12-08T20:44:38Z,15:13:00,15:13:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106485F600188:2021-12-08T20:44:38Z,15:18:00,15:18:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106485F600364:2021-12-08T20:44:38Z,15:09:00,15:09:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106485F600364:2021-12-08T20:44:38Z,15:14:00,15:14:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN106486F502195:2021-12-09T20:47:39Z,12:42:00,12:42:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN106486F502195:2021-12-09T20:47:39Z,12:47:00,12:47:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN107220F565072:2021-12-11T20:46:47Z,14:55:00,14:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107220F565072:2021-12-11T20:46:47Z,15:00:00,15:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107220F597435:2021-12-08T20:44:38Z,14:55:00,14:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107220F597435:2021-12-08T20:44:38Z,15:00:00,15:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107241F598972:2021-12-08T20:44:38Z,20:11:00,20:11:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107241F598972:2021-12-08T20:44:38Z,20:16:00,20:16:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107253F600365:2021-12-08T20:44:38Z,14:33:00,14:33:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107253F600365:2021-12-08T20:44:38Z,14:38:00,14:38:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107260F505251:2021-12-09T20:47:39Z,08:02:00,08:02:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107260F505251:2021-12-09T20:47:39Z,08:07:00,08:07:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107260F600248:2021-12-08T20:44:38Z,08:00:00,08:00:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107260F600248:2021-12-08T20:44:38Z,08:05:00,08:05:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107300F597879:2021-12-08T20:44:38Z,06:31:00,06:31:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107300F597879:2021-12-08T20:44:38Z,06:36:00,06:36:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107306F600163:2021-12-08T20:44:38Z,13:30:00,13:30:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107306F600163:2021-12-08T20:44:38Z,13:35:00,13:35:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107320F600864:2021-12-08T20:44:38Z,18:33:00,18:33:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107320F600864:2021-12-08T20:44:38Z,18:39:00,18:39:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107345F499507:2021-12-08T20:44:38Z,19:40:00,19:40:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107345F499507:2021-12-08T20:44:38Z,19:45:00,19:45:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107359F499579:2021-12-08T20:44:38Z,21:37:00,21:37:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107359F499579:2021-12-08T20:44:38Z,21:42:00,21:42:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107359F600264:2021-12-08T20:44:38Z,21:36:00,21:36:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107359F600264:2021-12-08T20:44:38Z,21:41:00,21:41:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107371F499535:2021-12-09T20:47:39Z,12:09:00,12:09:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107371F499535:2021-12-09T20:47:39Z,12:14:00,12:14:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107440F498480:2021-12-09T20:47:39Z,10:55:00,10:55:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107440F498480:2021-12-09T20:47:39Z,11:00:00,11:00:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107455F501294:2021-12-09T20:47:39Z,18:14:00,18:14:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107455F501294:2021-12-09T20:47:39Z,18:19:00,18:19:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN107455F600426:2021-12-08T20:44:38Z,18:05:00,18:05:00,StopPoint:OCENavette-87571240,0,,0,1,
OCESN107455F600426:2021-12-08T20:44:38Z,18:10:00,18:10:00,StopPoint:OCENavette-87571000,1,,1,0,
OCESN108220F568910:2021-12-11T20:46:47Z,14:44:00,14:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108220F568910:2021-12-11T20:46:47Z,14:49:00,14:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108220F600513:2021-12-08T20:44:38Z,14:44:00,14:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108220F600513:2021-12-08T20:44:38Z,14:49:00,14:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108241F568917:2021-12-09T20:47:39Z,20:00:00,20:00:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108241F568917:2021-12-09T20:47:39Z,20:05:00,20:05:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108241F600526:2021-12-08T20:44:38Z,20:00:00,20:00:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108241F600526:2021-12-08T20:44:38Z,20:05:00,20:05:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108260F499864:2021-12-09T20:47:39Z,07:44:00,07:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108260F499864:2021-12-09T20:47:39Z,07:49:00,07:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108260F598354:2021-12-08T20:44:38Z,07:40:00,07:40:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108260F598354:2021-12-08T20:44:38Z,07:45:00,07:45:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108320F600447:2021-12-08T20:44:38Z,18:16:00,18:16:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108320F600447:2021-12-08T20:44:38Z,18:21:00,18:21:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108359F499797:2021-12-11T20:46:47Z,21:23:00,21:23:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108359F499797:2021-12-11T20:46:47Z,21:28:00,21:28:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108359F601047:2021-12-08T20:44:38Z,21:25:00,21:25:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108359F601047:2021-12-08T20:44:38Z,21:30:00,21:30:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108371F499727:2021-12-09T20:47:39Z,11:57:00,11:57:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108371F499727:2021-12-09T20:47:39Z,12:02:00,12:02:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108440F600201:2021-12-08T20:44:38Z,10:44:00,10:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108440F600201:2021-12-08T20:44:38Z,10:49:00,10:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108440F609094:2021-12-08T20:44:38Z,10:28:00,10:28:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108440F609094:2021-12-08T20:44:38Z,10:33:00,10:33:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108444F499200:2021-12-11T20:46:47Z,17:42:00,17:42:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108444F499200:2021-12-11T20:46:47Z,17:47:00,17:47:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108444F600354:2021-12-08T20:44:38Z,17:44:00,17:44:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108444F600354:2021-12-08T20:44:38Z,17:49:00,17:49:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108487F599987:2021-12-08T20:44:38Z,11:33:00,11:33:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108487F599987:2021-12-08T20:44:38Z,11:38:00,11:38:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108803F499399:2021-12-11T20:46:47Z,09:56:00,09:56:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108803F499399:2021-12-11T20:46:47Z,10:01:00,10:01:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN108803F600331:2021-12-08T20:44:38Z,09:59:00,09:59:00,StopPoint:OCENavette-87571000,0,,0,1,
OCESN108803F600331:2021-12-08T20:44:38Z,10:04:00,10:04:00,StopPoint:OCENavette-87571240,1,,1,0,
OCESN13100F540856:2021-12-11T20:46:47Z,05:19:00,05:19:00,StopPoint:OCETrain TER-87411017,0,,0,1,
OCESN13100F540856:2021-12-11T20:46:47Z,05:27:00,05:28:00,StopPoint:OCETrain TER-87411207,1,,0,0,
OCESN13100F540856:2021-12-11T20:46:47Z,05:36:00,05:37:00,StopPoint:OCETrain TER-87415877,2,,0,0,
OCESN13100F540856:2021-12-11T20:46:47Z,05:47:00,05:48:00,StopPoint:OCETrain TER-87415620,3,,0,0,
OCESN13100F540856:2021-12-11T20:46:47Z,05:55:00,05:57:00,StopPoint:OCETrain TER-87415604,4,,0,0,
OCESN13100F540856:2021-12-11T20:46:47Z,06:10:00,06:12:00,StopPoint:OCETrain TER-87381509,5,,0,0,
OCESN13100F540856:2021-12-11T20:46:47Z,06:54:00,06:54:00,StopPoint:OCETrain TER-87384008,6,,1,0,
OCESN13102F540592:2021-12-08T12:22:43Z,05:46:00,05:46:00,StopPoint:OCETrain TER-87411017,0,,0,1,
OCESN13102F540592:2021-12-08T12:22:43Z,05:55:00,05:56:00,StopPoint:OCETrain TER-87411207,1,,0,0,
OCESN13102F540592:2021-12-08T12:22:43Z,06:03:00,06:04:00,StopPoint:OCETrain TER-87415877,2,,0,0,
OCESN13102F540592:2021-12-08T12:22:43Z,06:16:00,06:17:00,StopPoint:OCETrain TER-87415620,3,,0,0,
OCESN13102F540592:2021-12-08T12:22:43Z,06:24:00,06:26:00,StopPoint:OCETrain TER-87415604,4,,0,0,
OCESN13102F540592:2021-12-08T12:22:43Z,06:40:00,06:42:00,StopPoint:OCETrain TER-87381509,5,,0,0,
OCESN13102F540592:2021-12-08T12:22:43Z,07:18:00,07:18:00,StopPoint:OCETrain TER-87384008,6,,1,0,
OCESN13102F540667:2021-12-11T20:46:47Z,05:48:00,05:48:00,StopPoint:OCETrain TER-87411017,0,,0,1,
OCESN13102F540667:2021-12-11T20:46:47Z,05:57:00,05:58:00,StopPoint:OCETrain TER-87411207,1,,0,0,
OCESN13102F540667:2021-12-11T20:46:47Z,06:05:00,06:06:00,StopPoint:OCETrain TER-87415877,2,,0,0,
OCESN13102F540667:2021-12-11T20:46:47Z,06:16:00,06:17:00,StopPoint:OCETrain TER-87415620,3,,0,0,
OCESN13102F540667:2021-12-11T20:46:47Z,06:24:00,06:26:00,StopPoint:OCETrain TER-87415604,4,,0,0,
OCESN13102F540667:2021-12-11T20:46:47Z,06:40:00,06:42:00,StopPoint:OCETrain TER-87381509,5,,0,0,
OCESN13102F540667:2021-12-11T20:46:47Z,07:18:00,07:18:00,StopPoint:OCETrain TER-87384008,6,,1,0,
OCESN13103F513417:2021-12-08T12:22:43Z,06:12:00,06:12:00,StopPoint:OCETrain TER-87384008,0,,0,1,
OCESN13103F513417:2021-12-08T12:22:43Z,06:49:00,06:51:00,StopPoint:OCETrain TER-87381509,1,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,06:55:00,06:56:00,StopPoint:OCETrain TER-87415885,2,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:00:00,07:01:00,StopPoint:OCETrain TER-87415893,3,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:08:00,07:10:00,StopPoint:OCETrain TER-87415604,4,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:17:00,07:18:00,StopPoint:OCETrain TER-87415620,5,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:32:00,07:33:00,StopPoint:OCETrain TER-87415877,6,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:41:00,07:42:00,StopPoint:OCETrain TER-87411207,7,,0,0,
OCESN13103F513417:2021-12-08T12:22:43Z,07:52:00,07:52:00,StopPoint:OCETrain TER-87411017,8,,1,0,
OCESN13104F520288:2021-12-08T12:22:43Z,06:03:00,06:03:00,StopPoint:OCETrain TER-87411017,0,,0,1,
OCESN13104F520288:2021-12-08T12:22:43Z,06:12:00,06:13:00,StopPoint:OCETrain TER-87411207,1,,0,0,
OCESN13104F520288:2021-12-08T12:22:43Z,06:21:00,06:22:00,StopPoint:OCETrain TER-87415877,2,,0,0,
