trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN17580F558692:2021-12-11T20:46:47Z,17:58:00,18:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17580F558692:2021-12-11T20:46:47Z,18:14:00,18:14:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17580F600628:2021-12-11T20:46:47Z,15:13:00,15:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17580F600628:2021-12-11T20:46:47Z,15:21:00,15:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,15:30:00,15:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,15:42:00,15:44:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,15:51:00,15:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,16:07:00,16:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,16:16:00,16:18:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,16:29:00,16:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,16:42:00,16:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:01:00,17:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:09:00,17:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:19:00,17:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:33:00,17:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:40:00,17:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:47:00,17:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,17:58:00,18:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17580F600628:2021-12-11T20:46:47Z,18:14:00,18:14:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17582F518761:2021-12-11T20:46:47Z,16:14:00,16:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17582F518761:2021-12-11T20:46:47Z,16:21:00,16:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,16:30:00,16:32:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,16:44:00,16:46:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,16:53:00,16:54:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,17:08:00,17:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,17:14:00,17:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,17:30:00,17:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,17:42:00,17:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:01:00,18:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:09:00,18:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:19:00,18:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:33:00,18:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:39:00,18:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:48:00,18:51:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,18:58:00,19:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17582F518761:2021-12-11T20:46:47Z,19:15:00,19:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17582F600728:2021-12-11T20:46:47Z,16:13:00,16:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17582F600728:2021-12-11T20:46:47Z,16:21:00,16:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,16:30:00,16:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,16:42:00,16:44:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,16:51:00,16:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,17:07:00,17:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,17:16:00,17:17:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,17:29:00,17:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,17:42:00,17:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:01:00,18:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:09:00,18:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:19:00,18:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:33:00,18:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:40:00,18:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:47:00,18:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,18:58:00,19:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17582F600728:2021-12-11T20:46:47Z,19:15:00,19:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17584F537094:2021-12-11T20:46:47Z,17:14:00,17:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17584F537094:2021-12-11T20:46:47Z,17:21:00,17:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,17:30:00,17:32:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,17:44:00,17:46:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,17:53:00,17:54:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,18:08:00,18:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,18:15:00,18:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,18:30:00,18:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,18:42:00,18:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:01:00,19:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:09:00,19:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:19:00,19:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:33:00,19:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:39:00,19:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:48:00,19:51:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,19:58:00,20:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17584F537094:2021-12-11T20:46:47Z,20:15:00,20:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17584F598818:2021-12-11T20:46:47Z,17:13:00,17:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17584F598818:2021-12-11T20:46:47Z,17:21:00,17:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,17:30:00,17:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,17:42:00,17:44:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,17:51:00,17:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,18:07:00,18:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,18:16:00,18:18:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,18:30:00,18:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,18:42:00,18:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:01:00,19:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:09:00,19:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:19:00,19:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:32:00,19:34:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:38:00,19:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:48:00,19:51:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,19:58:00,20:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17584F598818:2021-12-11T20:46:47Z,20:15:00,20:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17588F568903:2021-12-11T20:46:47Z,17:45:00,17:45:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17588F568903:2021-12-11T20:46:47Z,17:52:00,17:55:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17588F568903:2021-12-11T20:46:47Z,18:01:00,18:02:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17588F568903:2021-12-11T20:46:47Z,18:20:00,18:21:00,StopPoint:OCETrain TER-87761718,3,,0,0,
OCESN17588F568903:2021-12-11T20:46:47Z,18:54:00,18:54:00,StopPoint:OCETrain TER-87747006,4,,1,0,
OCESN17588F600504:2021-12-11T20:46:47Z,17:48:00,17:48:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17588F600504:2021-12-11T20:46:47Z,17:55:00,17:57:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17588F600504:2021-12-11T20:46:47Z,18:03:00,18:05:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17588F600504:2021-12-11T20:46:47Z,18:22:00,18:23:00,StopPoint:OCETrain TER-87761718,3,,0,0,
OCESN17588F600504:2021-12-11T20:46:47Z,18:55:00,18:55:00,StopPoint:OCETrain TER-87747006,4,,1,0,
OCESN17590F523362:2021-12-11T20:46:47Z,18:14:00,18:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17590F523362:2021-12-11T20:46:47Z,18:21:00,18:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,18:30:00,18:32:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,18:44:00,18:46:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,18:53:00,18:54:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,19:08:00,19:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,19:15:00,19:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,19:30:00,19:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,19:42:00,19:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:01:00,20:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:09:00,20:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:19:00,20:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:32:00,20:34:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:40:00,20:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:47:00,20:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,20:58:00,21:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17590F523362:2021-12-11T20:46:47Z,21:15:00,21:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17590F600730:2021-12-11T20:46:47Z,18:13:00,18:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17590F600730:2021-12-11T20:46:47Z,18:20:00,18:22:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,18:29:00,18:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,18:42:00,18:44:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,18:51:00,18:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,19:07:00,19:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,19:16:00,19:18:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,19:29:00,19:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,19:42:00,19:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:01:00,20:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:09:00,20:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:20:00,20:25:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:35:00,20:37:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:42:00,20:43:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:49:00,20:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,20:58:00,21:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17590F600730:2021-12-11T20:46:47Z,21:15:00,21:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17592F520325:2021-12-11T20:46:47Z,19:14:00,19:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17592F520325:2021-12-11T20:46:47Z,19:21:00,19:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,19:30:00,19:32:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,19:44:00,19:46:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,19:53:00,19:54:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,20:08:00,20:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,20:15:00,20:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,20:30:00,20:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,20:42:00,20:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:01:00,21:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:09:00,21:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:19:00,21:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:33:00,21:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:40:00,21:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:47:00,21:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,21:58:00,22:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17592F520325:2021-12-11T20:46:47Z,22:15:00,22:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17592F592735:2021-12-11T20:46:47Z,21:22:00,21:22:00,StopPoint:OCETrain TER-87741009,0,,0,1,
OCESN17592F592735:2021-12-11T20:46:47Z,21:32:00,21:34:00,StopPoint:OCETrain TER-87741132,1,,0,0,
OCESN17592F592735:2021-12-11T20:46:47Z,21:39:00,21:41:00,StopPoint:OCETrain TER-87746107,2,,0,0,
OCESN17592F592735:2021-12-11T20:46:47Z,21:47:00,21:50:00,StopPoint:OCETrain TER-87746115,3,,0,0,
OCESN17592F592735:2021-12-11T20:46:47Z,21:58:00,22:00:00,StopPoint:OCETrain TER-87746149,4,,0,0,
OCESN17592F592735:2021-12-11T20:46:47Z,22:15:00,22:15:00,StopPoint:OCETrain TER-87746008,5,,1,0,
OCESN17592F597823:2021-12-11T20:46:47Z,19:13:00,19:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17592F597823:2021-12-11T20:46:47Z,19:21:00,19:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,19:30:00,19:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,19:42:00,19:43:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,19:51:00,19:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,20:07:00,20:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,20:16:00,20:17:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,20:29:00,20:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,20:42:00,20:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:01:00,21:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:09:00,21:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:19:00,21:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:32:00,21:34:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:39:00,21:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:47:00,21:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,21:58:00,22:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17592F597823:2021-12-11T20:46:47Z,22:15:00,22:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17594F600732:2021-12-11T20:46:47Z,20:13:00,20:13:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17594F600732:2021-12-11T20:46:47Z,20:21:00,20:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,20:30:00,20:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,20:42:00,20:44:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,20:51:00,20:53:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,21:06:00,21:08:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,21:15:00,21:17:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,21:30:00,21:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,21:42:00,21:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:01:00,22:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:09:00,22:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:19:00,22:22:00,StopPoint:OCETrain TER-87741009,11,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:33:00,22:35:00,StopPoint:OCETrain TER-87741132,12,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:40:00,22:41:00,StopPoint:OCETrain TER-87746107,13,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:47:00,22:50:00,StopPoint:OCETrain TER-87746115,14,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,22:58:00,23:00:00,StopPoint:OCETrain TER-87746149,15,,0,0,
OCESN17594F600732:2021-12-11T20:46:47Z,23:15:00,23:15:00,StopPoint:OCETrain TER-87746008,16,,1,0,
OCESN17596F518724:2021-12-11T20:46:47Z,21:14:00,21:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17596F518724:2021-12-11T20:46:47Z,21:21:00,21:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,21:30:00,21:33:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,21:44:00,21:46:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,21:53:00,21:54:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,22:08:00,22:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,22:15:00,22:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,22:30:00,22:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,22:42:00,22:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,23:01:00,23:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,23:09:00,23:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17596F518724:2021-12-11T20:46:47Z,23:19:00,23:19:00,StopPoint:OCETrain TER-87741009,11,,1,0,
OCESN17596F593475:2021-12-11T20:46:47Z,21:14:00,21:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17596F593475:2021-12-11T20:46:47Z,21:21:00,21:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,21:30:00,21:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,21:42:00,21:43:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,21:50:00,21:52:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,22:05:00,22:07:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,22:14:00,22:16:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17596F593475:2021-12-11T20:46:47Z,22:26:00,22:26:00,StopPoint:OCETrain TER-87747006,7,,1,0,
OCESN17596F600733:2021-12-11T20:46:47Z,21:14:00,21:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
OCESN17596F600733:2021-12-11T20:46:47Z,21:21:00,21:23:00,StopPoint:OCETrain TER-87763029,1,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,21:30:00,21:31:00,StopPoint:OCETrain TER-87761650,2,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,21:42:00,21:43:00,StopPoint:OCETrain TER-87761684,3,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,21:51:00,21:52:00,StopPoint:OCETrain TER-87761718,4,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,22:07:00,22:09:00,StopPoint:OCETrain TER-87761759,5,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,22:17:00,22:18:00,StopPoint:OCETrain TER-87747329,6,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,22:30:00,22:33:00,StopPoint:OCETrain TER-87747006,7,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,22:42:00,22:43:00,StopPoint:OCETrain TER-87747402,8,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,23:01:00,23:03:00,StopPoint:OCETrain TER-87747493,9,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,23:09:00,23:10:00,StopPoint:OCETrain TER-87741181,10,,0,0,
OCESN17596F600733:2021-12-11T20:46:47Z,23:19:00,23:19:00,StopPoint:OCETrain TER-87741009,11,,1,0,
OCESN17598F606188:2021-12-11T20:46:47Z,22:14:00,22:14:00,StopPoint:OCETrain TER-87761007,0,,0,1,
